citations,titles,dates,uniqueID,imageLink,CopyrightCode,totalNumber,source_url
"Fonds 200, Series 372, Subseries 79, Item 367",Bay Street subway,"November 21, 1928",144258,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0367.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5001&EndIndex=5200
"Fonds 200, Series 372, Subseries 1, Item 1186",Ontario Government Building,"December 20, 1932",101456,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1186.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1001&EndIndex=1200
"Fonds 200, Series 372, Subseries 84, Item 440",Gerrard Street and Hastings,"December 22, 1919",144868,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0084/s0372_ss0084_it0440.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5401&EndIndex=5600
"Fonds 1257, Series 1057, Item 859","Crowds, Maple Leaf Stadium",[before 1980],211649,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0859.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6401&EndIndex=6600
"Fonds 1257, Series 1057, Item 1576","Miss Toronto Beauty Contest, 1946, C.N.E. Grandstand","July 20, 1946",212367,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it1576.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6801&EndIndex=7000
"Fonds 1257, Series 1057, Item 573",Esso Service Station,[196-?],211373,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0573.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6401&EndIndex=6600
"Fonds 200, Series 372, Subseries 1, Item 1757",62 Glenview Avenue,"November 7, 1950",102500,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1757.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1401&EndIndex=1600
"Fonds 1568, Item 265",Carlton Street Methodist Church,ca. 1920,135879,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0265.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3401&EndIndex=3600
"Fonds 200, Series 372, Subseries 1, Item 893",East Toronto General Hospital — Utility Room,"January 17, 1929",101111,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it0893.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=601&EndIndex=800
"Fonds 200, Series 372, Subseries 84, Item 514",Woodfield Subway,"July 28, 1924",144895,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0084/s0372_ss0084_it0514.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5401&EndIndex=5600
"Fonds 200, Series 372, Subseries 1, Item 1569",Ontario Street — explosion,"April 10, 1941",102377,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0001/s0372_ss0001_it1569.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1201&EndIndex=1400
"Fonds 200, Series 372, Subseries 79, Item 210",Leaside burrow pit,"April 28, 1927",144070,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0210.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4801&EndIndex=5000
"Fonds 200, Series 372, Subseries 79, Item 674",Esplanade Track east of Yonge Street,"March 24, 1933",144667,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0674.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5201&EndIndex=5400
"Fonds 1257, Series 1057, Item 2545",Jack Kent Cooke with unidentified men,[195-?],213339,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it2545.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7601&EndIndex=7800
"Fonds 200, Series 372, Subseries 53, Item 33",Queens Park,"July 13, 1912",140356,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0053/s0372_ss0053_it0033.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3801&EndIndex=4000
"Fonds 200, Series 372, Subseries 79, Item 607",Sherbourne Street subway,"December 22, 1930",144552,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0607.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5201&EndIndex=5400
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2001&EndIndex=2200
"Fonds 1257, Series 1057, Item 2189","Lord Halifax watching female war workers at John Inglis Co., Ltd.","January 24, 1944",212981,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it2189.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7401&EndIndex=7600
"Fonds 200, Series 372, Subseries 100, Item 665",Street Cleaning Department - Truck Bodies,[ca. 1954],106909,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0100/s0372_ss0100_it0665.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2401&EndIndex=2600
"Fonds 1257, Series 1057, Item 2408","Harold Ballard of the Toronto Maple Leafs Hockey Club, with Miss Tiger Cat and Miss Blue Bomber",[196-?],213201,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it2408.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7601&EndIndex=7800
"Fonds 200, Series 372, Subseries 2, Item 233",Childrens' work - Miss Medhurst,"May 30, 1940",143761,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0002/s0372_ss0002_it0233.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4601&EndIndex=4800
"Fonds 1257, Series 1057, Item 2174","Visit of Chinese officials to John Inglis Co., Ltd.","February 27, 1942",212966,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it2174.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7401&EndIndex=7600
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3001&EndIndex=3200
"Fonds 200, Series 372, Subseries 2, Item 125",Exhibition - childrens' works,"April 2, 1937",143648,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0002/s0372_ss0002_it0125.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4401&EndIndex=4600
"Fonds 200, Series 372, Subseries 41, Item 38",Baseball Team,"November, 1913",141747,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0038.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3801&EndIndex=4000
"Fonds 200, Series 372, Subseries 79, Item 663",New Street at Berkeley Street - Reid Lumber Company,"December 9, 1932",144655,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0663.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5201&EndIndex=5400
"Fonds 200, Series 372, Subseries 79, Item 595",Union Station roof,"October 31, 1930",144540,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0079/s0372_ss0079_it0595.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5201&EndIndex=5400
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3201&EndIndex=3400
"Fonds 200, Series 372, Subseries 41, Item 552","Labour Day float - ""City Playgrounds""","September 5, 1915",142128,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0552.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4201&EndIndex=4400
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1801&EndIndex=2000
"Fonds 1257, Series 1057, Item 2014","Hurricane hazel, aerial view of damage","October 1, 1954",212804,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it2014.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7201&EndIndex=7400
"Fonds 1257, Series 1057, Item 1885",Three policeman,[between 1900 and 1920?],212675,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it1885.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7001&EndIndex=7200
"Fonds 1257, Series 1057, Item 838","Centennial Building, St. Michael's College",[ca. 1952],211628,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0838.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=6401&EndIndex=6600
"Fonds 249, Series 61, File 223",Box 12 truck,1971,207808,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo0249/ser0061/s0061_fl0223_id0001.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5801&EndIndex=6000
"Fonds 1257, Series 1057, Item 103",Sailboat being lowered into water,[between 1930? and 1950?],210903,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it0103.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5801&EndIndex=6000
"Fonds 1257, Series 1057, Item 2470",Boxer George Chuvalo,[ca. 1955],213264,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1257/ser1057/f1257_s1057_it2470.jpg,NG-CC,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=7601&EndIndex=7800
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1601&EndIndex=1800
"Fonds 200, Series 372, Subseries 41, Item 803",Kew Beach fire hall - construction,[1905],142242,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0803.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4201&EndIndex=4400
"Fonds 200, Series 372, Subseries 100, Item 108",Wellington and Church,"June 10, 1913",102772,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0100/s0372_ss0100_it0108.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=1601&EndIndex=1800
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3001&EndIndex=3200
,,,,,,,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=5601&EndIndex=5800
"Fonds 1568, Item 274",Riverdale Collegiate,[after 1900],135888,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/fo1568/f1568_it0274.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3401&EndIndex=3600
"Fonds 200, Series 372, Subseries 41, Item 547",City Hall Softball Team,[1930],142103,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0547.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4201&EndIndex=4400
"Fonds 200, Series 372, Subseries 41, Item 43",36 Castle Frank Road,"September 25, 1916",141750,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0041/s0372_ss0041_it0043.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=3801&EndIndex=4000
"Fonds 200, Series 372, Subseries 100, Item 341","Lake Shore Boulevard, south side opposite Parkside Drive","[ca. December, 1959]",105268,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0100/s0372_ss0100_it0341.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=2201&EndIndex=2400
"Fonds 200, Series 372, Subseries 2, Item 167",Art Centre - model cities,"March 23, 1938",143691,https://gencat4.eloquent-systems.com:443/webcat/systems/toronto.arch/resource/ser372/ss0002/s0372_ss0002_it0167.jpg,PDP,1,https://gencat4.eloquent-systems.com/webcat/request/Action?ClientSession=56ecfe77:16010afa3e2:-7eef&UniqueID=6000_3355_2&TemplateProcessID=6000_3355&PromptID=&ParamID=&CMD_(BrowseRequest)&NoOfHits=109923&Threshold=200&StartIndex=4601&EndIndex=4800
